OBJECTID,Infogroup ID,Company/Business Name,Street,City,State,State Name,ZIP Code,ZIP plus 4 extension,NAICS Code,SIC Code,Sales Volume/Assets ($000),Business Status Code,Ultimate Parent Number,Public Company Indicator,Employee Count,Franchise Code,Industry Specific Code,Square Footage Code,Locator Name,Match Status,Match Score,Source,Record type
1615,425764361,C J HEALTH RECORD CONSLNT SVC,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1775,99999005,999966,0,,000000000,,15,,,5,PointAddress,M,100,INFOGROUP,0
1616,425791207,ELWOOD STAFFING SVC INC,EASTGATE LOOP,CHATTANOOGA,TN,Tennessee,37411,5685,54161207,874203,516,,000000000,,5,,,6,PointAddress,M,100,INFOGROUP,0
1617,425861669,CHATTANOOGA HEATING & AIR,BRENTLY WOODS DR,CHATTANOOGA,TN,Tennessee,37421,4454,81141227,762309,436,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1618,425929786,REDBOX,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,8325,53228207,784108,0,2,403476608,2,0,R,,,PointAddress,M,100,INFOGROUP,0
1619,425961444,EMBASSY SUITES,LIFESTYLE WAY,CHATTANOOGA,TN,Tennessee,37421,2291,72111002,701101,9599,2,434496131,2,110,F,,8,PointAddress,M,100,INFOGROUP,0
1620,426014385,U-HAUL NEIGHBORHOOD DEALER,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,4367,53212016,751303,3335,2,409125614,2,2,6,,4,PointAddress,M,100,INFOGROUP,0
1621,426123612,HL CONSTRUCTION,BRENTLY WOODS DR,CHATTANOOGA,TN,Tennessee,37421,4454,23611505,152103,2023,,000000000,,6,,,2,PointAddress,M,100,INFOGROUP,0
1622,426123615,MARK COLE PAINTING,S HOWELL AVE,CHATTANOOGA,TN,Tennessee,37411,4842,23832003,172101,124,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
1623,426225917,DRESSLER SERVICES GMBH CORP,HERITAGE PARK DR,CHATTANOOGA,TN,Tennessee,37416,3660,54133009,871103,553,,000000000,,4,,,3,PointAddress,M,100,INFOGROUP,0
1624,426266690,KCI,BONNY OAKS DR,CHATTANOOGA,TN,Tennessee,37406,1600,33911203,384104,4596,2,438293897,,6,,,6,PointAddress,M,100,INFOGROUP,0
1625,426270935,ATLAS INSURANCE,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,7221,52421001,641112,445,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
1626,426270953,RUTH'S CHRIS STEAK HOUSE,LIFESTYLE WAY,CHATTANOOGA,TN,Tennessee,37421,2291,72251117,581208,3292,2,481605863,2,65,­,0,1,PointAddress,M,100,INFOGROUP,0
1627,426316091,PHONE EXCHANGE,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3181,44314204,599902,237,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1628,426567413,PRECISION DOOR SVC,PERIMETER DR,CHATTANOOGA,TN,Tennessee,37421,3669,44419018,521101,1900,2,366279925,,6,,,5,PointAddress,M,100,INFOGROUP,0
1629,426575624,JAI PROPERTY MANAGEMENT INC,PINE GROVE TRL,CHATTANOOGA,TN,Tennessee,37421,3503,53121005,653108,199,,000000000,,2,,,2,PointAddress,M,100,INFOGROUP,0
1630,426575827,STR PROPERTY RESTORATION,N CREEK RD,CHATTANOOGA,TN,Tennessee,37406,1027,23899081,734908,404,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1631,426593428,ADM CORN SWEETENERS,HICKORY VALLEY RD,CHATTANOOGA,TN,Tennessee,37416,1128,44511002,541104,1176,2,007502875,2,6,,,3,PointAddress,M,100,INFOGROUP,0
1632,426593442,HELPING HANDS TAX,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3524,54121301,729101,62,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
1633,426629105,CHATTANOOGA CARPET CLEANERS,BRENTLY WOODS DR,CHATTANOOGA,TN,Tennessee,37421,4454,53228906,735944,2344,,000000000,,5,,,4,PointAddress,M,100,INFOGROUP,0
1634,426837745,LEGACY HOTEL PARTNERS,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,2780,72111002,701101,524,,000000000,,6,,,5,PointAddress,M,100,INFOGROUP,0
1635,426837747,DIAMOND NAIL BOUTIQUE,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1799,81211302,723102,75,,000000000,,2,,,3,StreetAddress,M,100,INFOGROUP,0
1636,427018522,SCENIC CY CLINIC CHIROPRACTIC,GOODWIN RD,CHATTANOOGA,TN,Tennessee,37421,3182,62131002,804101,546,,000000000,,5,,,2,PointAddress,M,100,INFOGROUP,0
1637,427018525,SHIVA FOODMART,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,1715,44512001,541103,392,,000000000,,2,,,2,PointAddress,M,100,INFOGROUP,0
1638,427041274,GROW GREEN,CROMWELL RD,CHATTANOOGA,TN,Tennessee,37421,2166,56173011,078206,352,,000000000,,5,,,4,PointAddress,M,100,INFOGROUP,0
1639,427059305,JONES ADVISORY GROUP,AIRPORT RD,CHATTANOOGA,TN,Tennessee,37421,3648,52393002,628203,936,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
1640,427061888,GAMES OF CHATTANOOGA LLC,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1000,45112020,594509,310,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1641,427119337,RIVERTECH HEATING & AIR,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3900,23822002,171117,1847,,000000000,,15,,,3,PointAddress,M,100,INFOGROUP,0
1642,427123106,RAFI'S INVESTMENT GROUP LLC,BERKSHIRE CIR,CHATTANOOGA,TN,Tennessee,37421,4404,52391001,621111,3557,,000000000,,6,,,4,PointAddress,M,100,INFOGROUP,0
1643,427128792,RIDGEDALE YOUTH CTR,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,2452,62411006,832222,226,,000000000,,5,,,5,PointAddress,M,100,INFOGROUP,0
1644,427131985,PRECISION TUNE AUTO CARE,HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,3010,81111104,753801,562,2,449478833,2,5,P,,2,PointAddress,M,100,INFOGROUP,0
1645,427135953,TORRID,HAMILTON PLACE BLVD,CHATTANOOGA,TN,Tennessee,37421,6073,44812010,562101,1289,2,415525999,,10,P,,3,StreetAddress,M,100,INFOGROUP,0
1646,427179473,CREDIT PROTECTION DEPOT INC,S ACCESS RD,CHATTANOOGA,TN,Tennessee,37421,,56145003,732301,2681,,000000000,,7,,,4,StreetName,M,92.078125,INFOGROUP,0
1647,427218924,RIVER CITY DENTISTRY,JENKINS RD,CHATTANOOGA,TN,Tennessee,37421,1297,62121003,802101,692,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1648,427226138,GLOBAL WEB ENTERPRIZES,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,1787,51821012,737416,460,,000000000,,2,,,5,PointAddress,M,100,INFOGROUP,0
1649,427274059,PARKRIDGE VALLEY ADULT-SENIOR,COURAGE WAY,CHATTANOOGA,TN,Tennessee,37421,1555,62211002,806202,58108,2,403916856,2,305,,,8,PointAddress,M,100,INFOGROUP,0
1650,427286518,SOUTH ATLANTIC MFG,S CREEK RD,CHATTANOOGA,TN,Tennessee,37406,1021,33999936,399903,8955,,000000000,,40,,,7,PointAddress,M,100,INFOGROUP,0
1651,427295468,GREEN EFFECTS,NOWLIN LN,CHATTANOOGA,TN,Tennessee,37421,3575,56173011,078206,352,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1652,427308326,RAMSEY GROUP,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,1787,54161401,874201,413,,000000000,,4,,,5,PointAddress,M,100,INFOGROUP,0
1653,427308327,SMOKE MANIA,HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,2283,45399102,599301,243,,000000000,,2,,,4,PointAddress,M,100,INFOGROUP,0
1654,427363187,OLLIE'S BARGAIN OUTLET,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37411,4058,45399832,599931,2365,2,473473494,2,20,O,,8,StreetAddress,M,100,INFOGROUP,0
1655,427429971,MORRIS HILL BAPT CHR PRESCHOOL,MORRIS HILL RD,CHATTANOOGA,TN,Tennessee,37421,3342,61111004,821101,0,,000000000,,13,,,5,StreetAddress,M,100,INFOGROUP,0
1656,427432415,AMERI LIFE & HEALTH SVC,PREMIER DR,CHATTANOOGA,TN,Tennessee,37421,3747,52421001,641112,889,2,251517132,,6,,,5,PointAddress,M,100,INFOGROUP,0
1657,427436636,US ARMY RESERVE CTR,HICKORY VALLEY RD,CHATTANOOGA,TN,Tennessee,37421,1273,92811003,971101,0,2,466032877,,8,,,7,PointAddress,M,100,INFOGROUP,0
1658,427474413,SOUTHEASTERN RETINA ASSOC,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,7196,62111107,801101,1309,,000000000,,6,MP4,,5,PointAddress,M,100,INFOGROUP,0
1659,427493652,ADAMS MART,VANCE RD,CHATTANOOGA,TN,Tennessee,37421,0310,44314103,572202,1061,,000000000,,4,,,3,PointAddress,M,100,INFOGROUP,0
1660,427526890,PROVIDENCE MINISTRIES THRIFT,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,6812,81311021,866110,0,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
1661,427526895,SOUTHWEST FUNDING LP,LEE PARKWAY DR,CHATTANOOGA,TN,Tennessee,37421,1761,52229202,616201,1791,2,261510309,,4,,,4,PointAddress,T,100,INFOGROUP,0
1662,427556513,MAURICES,HAMILTON PLACE BLVD,CHATTANOOGA,TN,Tennessee,37421,6014,44814001,565101,965,2,003154432,,8,4,,4,PointAddress,M,100,INFOGROUP,0
1663,427556520,CUMBERLAND HEIGHTS ALCOHOL,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3737,81331905,839902,0,,000000000,,9,,,5,PointAddress,M,100,INFOGROUP,0
1664,427560666,S & H ROOFING & SEAL COATING,BUCKNER LN,OOLTEWAH,TN,Tennessee,37363,,23816014,176109,616,,000000000,,5,,,2,PointAddress,M,100,INFOGROUP,0
1665,427584467,KABOB-STER,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,4751,72251117,581208,355,,000000000,,7,,m,3,PointAddress,M,100,INFOGROUP,0
1666,427663576,TOM BIBLE LAW,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,1781,54111002,811103,3247,,000000000,,15,G,,6,PointAddress,M,100,INFOGROUP,0
1667,427696314,QUICKWAY CARRIERS,BONNYSHIRE DR,CHATTANOOGA,TN,Tennessee,37416,3730,48423013,421304,6517,2,630577096,,30,,,7,PointAddress,M,100,INFOGROUP,0
1668,427696321,FIRST AID CARPET CARE,EBLEN DR,CHATTANOOGA,TN,Tennessee,37421,1013,56174001,721704,45,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
1669,427696324,EASY MONEY,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3194,52229111,614113,1216,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1670,427750264,J R SHIPLEY'S TIRES,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,4424,44132001,553123,707,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
1671,427782732,ALTIG,LEE PARKWAY DR,CHATTANOOGA,TN,Tennessee,37421,1761,52421001,641112,445,,000000000,,3,,,4,PointAddress,T,100,INFOGROUP,0
1672,427794436,AMAZON FULFILLMENT CTR,DISCOVERY DR,CHATTANOOGA,TN,Tennessee,37416,1757,45411006,596103,1586645,,000000000,,3000,,,8,PointAddress,M,100,INFOGROUP,0
1673,427796926,BLUE RIBBON CYCLES,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,3541,81131027,769967,258,,000000000,,3,,,1,PointAddress,M,100,INFOGROUP,0
1674,427814220,VDK PARTNERSHIP,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,2661,53112004,651202,1415,,000000000,,3,,,4,StreetAddress,M,100,INFOGROUP,0
1675,427927554,CELEBRATION,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,2418,71131005,651211,2359,,000000000,,5,,,4,PointAddress,M,100,INFOGROUP,0
1676,427937281,MARS WRIGLEY TENNESSEE,JERSEY PIKE,CHATTANOOGA,TN,Tennessee,37421,6208,62431002,833106,0,,000000000,,12,,,6,PointAddress,M,100,INFOGROUP,0
1677,427960466,CAMELOT CARE CTR,VOLUNTEER DR,CHATTANOOGA,TN,Tennessee,37416,3885,62399013,836109,0,2,496966011,2,20,,,7,PointAddress,M,100,INFOGROUP,0
1678,427980195,SERVICE EXPRESS INC,JERSEY PIKE,CHATTANOOGA,TN,Tennessee,37421,2241,81121206,737801,1234,,000000000,,6,,,3,PointAddress,M,100,INFOGROUP,0
1679,428009775,BILLY WEATHERS REAL ESTATE,KARR ST,CHATTANOOGA,TN,Tennessee,37421,4214,53121003,653118,298,,000000000,,3,,,1,PointAddress,M,100,INFOGROUP,0
1680,428080003,ALLIANCE TITLE,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,7226,54119106,654102,351,2,593485030,,3,,,2,PointAddress,M,100,INFOGROUP,0
1681,428100329,LAWHORN & ASSOC,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3524,52421001,641112,445,,000000000,,3,,,4,PointAddress,M,100,INFOGROUP,0
1682,428103801,AT HOME HEALTHCARE CARE,VANCE RD,CHATTANOOGA,TN,Tennessee,37421,3665,62161001,808201,180,,000000000,,4,,,2,PointAddress,M,100,INFOGROUP,0
1683,430352089,SWEETWATER VALLEY OIL CO,SHEPHERD RD,CHATTANOOGA,TN,Tennessee,37421,2945,42472018,517215,77009,2,427599115,,6,,,4,PointAddress,M,100,INFOGROUP,0
1684,430438047,SOUTHERN TOY & HOBBY LLC,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,4672,45112035,594517,310,,000000000,,2,,,4,PointAddress,M,100,INFOGROUP,0
1685,430594528,SIGN REVOLUTION,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37411,5304,33995008,399302,729,,000000000,,4,,,1,PointAddress,M,100,INFOGROUP,0
1686,430594537,RIVERMONT CONSTRUCTION LLC,HAMILTON PLACE BLVD,CHATTANOOGA,TN,Tennessee,37421,6061,23611512,152144,675,,000000000,,2,,,2,PointAddress,M,100,INFOGROUP,0
1687,430630670,MILLER REAL EST INVSTMNT LLC,MAROMEDE LN,CHATTANOOGA,TN,Tennessee,37421,1435,53121004,653104,298,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
1688,430668306,POP-A-DENT PDR,PERIMETER DR,CHATTANOOGA,TN,Tennessee,37421,3692,81112102,753201,514,,000000000,,3,,,3,PointAddress,M,100,INFOGROUP,0
1689,430812823,PA GROUP,ENCOMPASS DR,CHATTANOOGA,TN,Tennessee,37421,1577,54161113,874264,310,,000000000,,3,,,4,PostalExt,M,100,INFOGROUP,0
1690,430935507,NEW 2 U CARS,SHAW AVE,CHATTANOOGA,TN,Tennessee,37421,2980,44112005,551103,951,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
1691,431372651,CHATTANOOGA HOUSE MAIDS,IGOU GAP RD,CHATTANOOGA,TN,Tennessee,37421,5748,23899076,734923,404,,000000000,,5,,,2,PointAddress,M,100,INFOGROUP,0
1692,431843815,EVERCLEAR POOL & SPA,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,4474,23622040,179921,188,,000000000,,1,,,1,PointAddress,M,100,INFOGROUP,0
1693,432031701,N-REHAB,PO BOX 22183,CHATTANOOGA,TN,Tennessee,37422,2183,23622006,154101,1349,,000000000,,4,,,2,Postal,M,100,INFOGROUP,2
1694,432476222,PHILLIPS 66,JERSEY PIKE,CHATTANOOGA,TN,Tennessee,37416,3630,44719005,554101,4273,2,405402483,2,5,S,,2,PointAddress,M,100,INFOGROUP,0
1695,432565033,TAIMEN TRANSPORT LLC,POINTE CENTRE DR,CHATTANOOGA,TN,Tennessee,37421,4784,48423013,421304,1738,,000000000,,8,,,4,PointAddress,T,100,INFOGROUP,0
1696,432634187,DELUXE ENTERPRISES CORP,ENTERPRISE LN,CHATTANOOGA,TN,Tennessee,37416,2412,99999004,999977,0,,000000000,,0,,,1,PointAddress,M,100,INFOGROUP,0
1697,432695159,HEADRICK SIGNS & GRAPHICS INC,STANDIFER GAP RD,CHATTANOOGA,TN,Tennessee,37421,1102,33995008,399302,729,,000000000,,4,,,2,PointAddress,M,100,INFOGROUP,0
1698,432800412,C M DESIGN ASSOC INC,LYNNCREST DR,CHATTANOOGA,TN,Tennessee,37411,1816,56199001,738999,227,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
1699,432800434,ALLGOOD PEST SOLUTIONS,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,3546,56171009,734201,248,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
1700,432834106,B & B THERMAL INSULATION INC,CREEKSIDE RD,CHATTANOOGA,TN,Tennessee,37406,1000,23831006,174205,1354,,000000000,,11,,,4,PointAddress,M,100,INFOGROUP,0
1701,432834115,UNDERHILL INVESTMENTS,AMNICOLA HWY,CHATTANOOGA,TN,Tennessee,37406,1711,52391001,621111,3557,,000000000,,6,,,4,PointAddress,M,100,INFOGROUP,0
1702,433103234,MR T'S INTERSTATE TIRE TOO INC,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1405,44132001,553123,707,,000000000,,3,,,1,PointAddress,M,100,INFOGROUP,0
1703,433103269,P 5 PREPAREDNESS,PANORAMA DR,CHATTANOOGA,TN,Tennessee,37421,4772,54161415,874253,310,,000000000,,3,,,4,PointAddress,M,100,INFOGROUP,0
1704,433115074,WADE IN THE WATER MEDICINE,GRINDER CREEK PL,CHATTANOOGA,TN,Tennessee,37421,2745,62149301,801104,3271,,000000000,,15,,,4,PointAddress,M,100,INFOGROUP,0
1705,433183260,CHOW TIME CATERING,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,4421,72251117,581208,355,,000000000,,7,,,3,PointAddress,M,100,INFOGROUP,0
1706,433261381,HEALTHMARKETS INSURANCE,ROCKY RIVER RD,CHATTANOOGA,TN,Tennessee,37416,3138,52421001,641112,445,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
1707,433314803,IN THE KUT,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,2490,81211101,724101,45,,000000000,,2,,,2,PointAddress,M,100,INFOGROUP,0
1708,433323302,T-MOBILE,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37411,5361,51731214,481207,1684,2,507958353,2,2,d,,2,PointAddress,M,100,INFOGROUP,0
1709,433419684,ALUMNI AWARDS FOUNDATION,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,2782,61171003,829929,0,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1710,433443518,GROUP MOBILE,CENTURY OAKS DR,CHATTANOOGA,TN,Tennessee,37416,3658,44314241,573407,2701,2,402484378,2,11,,,7,PointAddress,M,100,INFOGROUP,0
1711,433450859,MD NEWS,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37411,5373,62149301,801104,11119,,000000000,,51,,,8,PointAddress,M,100,INFOGROUP,0
1712,433458185,BERNARD & ASSOC P C,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,4743,62199921,809907,192,,000000000,,1,,,4,PointAddress,M,100,INFOGROUP,0
1713,433463501,CLOUD NINE SOLUTIONS LLC,ENCOMPASS DR,CHATTANOOGA,TN,Tennessee,37421,1577,51919018,738959,114,,000000000,,1,,,3,PostalExt,M,100,INFOGROUP,0
1714,433463583,MRI CHATTANOOGA TENNESSEE,CENTURY OAKS DR,CHATTANOOGA,TN,Tennessee,37416,3686,54161207,874203,1134,,000000000,,11,,,7,PointAddress,M,100,INFOGROUP,0
1715,433468174,CAREERLINK NETWORK,JORDAN DR,CHATTANOOGA,TN,Tennessee,37421,6724,56131102,736103,40,,000000000,,1,,,3,PointAddress,M,100,INFOGROUP,0
1716,433485154,TRANSCARD,JENKINS RD,CHATTANOOGA,TN,Tennessee,37421,1174,52393002,628203,15910,,000000000,,51,,,8,PointAddress,M,100,INFOGROUP,0
1717,433496244,JHM CERTIFIED PUBLIC ACCOUNT,OLAN MILLS DR,CHATTANOOGA,TN,Tennessee,37421,1891,54121903,872102,4925,,000000000,,41,,,7,PointAddress,M,100,INFOGROUP,0
1718,433536550,ATM,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,3105,52211001,602103,0,,000000000,,0,S,,,PointAddress,M,100,INFOGROUP,3
1719,433536572,ATM,HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,3031,52211001,602103,0,,000000000,,0,S,,,PointAddress,M,100,INFOGROUP,3
1720,433536580,ATM,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1731,52211001,602103,0,,000000000,,0,S,,,PointAddress,M,100,INFOGROUP,3
1721,433536582,ATM,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,4302,52211001,602103,0,,000000000,,0,S,,,PointAddress,M,100,INFOGROUP,3
1722,433536716,ATM,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,2607,52211001,602103,0,,000000000,,0,ºBÿ,,,PointAddress,M,100,INFOGROUP,3
1723,433536864,ATM,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3201,52211001,602103,0,,000000000,,0,+,,,PointAddress,M,100,INFOGROUP,3
1724,433536875,ATM,HAMILTON PLACE BLVD,CHATTANOOGA,TN,Tennessee,37421,6058,52211001,602103,0,,000000000,,0,+,,,PointAddress,M,100,INFOGROUP,3
1725,433536878,ATM,HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,3015,52211001,602103,0,,000000000,,0,+,,,PointAddress,M,100,INFOGROUP,3
1726,433536925,ATM,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3295,52211001,602103,0,,000000000,,0,ÿ2,,,StreetAddress,M,100,INFOGROUP,3
1727,433536999,ATM,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,2997,52211001,602103,0,,000000000,,0,2,,,PointAddress,M,100,INFOGROUP,3
1728,433537000,ATM,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,2607,52211001,602103,0,,000000000,,0,2,,,PointAddress,M,100,INFOGROUP,3
1729,433537140,ATM,HIGHWAY 58,CHATTANOOGA,TN,Tennessee,37416,3009,52211001,602103,0,,000000000,,0,2,,,PointAddress,M,100,INFOGROUP,3
1730,433537352,ATM,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,2607,52211001,602103,0,,000000000,,0,ºÿ9,,,PointAddress,M,100,INFOGROUP,3
1731,433544727,GUITAR GALLERIA,AIRPARK DR,CHATTANOOGA,TN,Tennessee,37421,2905,45114008,573608,763,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1732,433551415,STEAK 'N SHAKE,HAMILTON PARK DR,CHATTANOOGA,TN,Tennessee,37421,1188,72251117,581208,1033,2,443621339,2,8,d,0,3,PointAddress,M,100,INFOGROUP,0
1733,433558075,HARDEE'S,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,,72251301,581208,1114,2,214490476,,22,F,e,3,StreetAddress,M,100,INFOGROUP,0
1734,433565925,LEGENDS HOMEOWNERS,AVIARA DR,CHATTANOOGA,TN,Tennessee,37421,3198,81391002,861102,0,,000000000,,4,,,2,PointAddress,M,100,INFOGROUP,0
1735,433565944,HARRY B RAY & ASSOC,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,7218,54111002,811103,1083,,000000000,,5,,,5,PointAddress,M,100,INFOGROUP,0
1736,433565948,SHALLOWFORD LAW CTR,JORDAN DR,CHATTANOOGA,TN,Tennessee,37421,6748,54111002,811103,433,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1737,433565985,JAGUAR CHATTANOOGA,YERBEY DR,CHATTANOOGA,TN,Tennessee,37421,2471,44111001,551102,28505,,000000000,,30,Z,,7,PointAddress,M,100,INFOGROUP,0
1738,433565997,SO SO CLEAN AUTO DETAILING,BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3501,81119201,754203,128,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
1739,433566009,FARROWS SERVICE CTR,JUBILEE DR,CHATTANOOGA,TN,Tennessee,37421,3538,81111114,753810,225,,000000000,,2,,,1,PointAddress,M,100,INFOGROUP,0
1740,433566034,PIGTAILS CREWCUTS,E BRAINERD RD,CHATTANOOGA,TN,Tennessee,37421,3189,81211202,723106,298,,000000000,,8,,,3,PointAddress,M,100,INFOGROUP,0
1741,433566048,HAMILTON ALARM CO,HICKORY VALLEY RD,CHATTANOOGA,TN,Tennessee,37421,2441,42361007,506324,4608,,000000000,,5,,,5,PointAddress,M,100,INFOGROUP,0
1742,433566061,CHILD CARE AT VOLKSWAGEN DR,VOLKSWAGEN DR,CHATTANOOGA,TN,Tennessee,37416,1755,62441003,835101,742,,000000000,,40,,,6,StreetAddress,M,100,INFOGROUP,0
1743,433566108,DISCOUNT TOBACCO & BEER ETC,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,1785,45399102,599301,243,,000000000,,2,,,4,StreetAddress,M,100,INFOGROUP,0
1744,433566124,TRUST FEDERAL CREDIT UNION,GUNBARREL RD,CHATTANOOGA,TN,Tennessee,37421,3124,52213003,606101,1341,,000000000,,7,,,3,PointAddress,M,100,INFOGROUP,0
1745,433566151,CLOUD LAND DENTAL,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,6722,62121003,802101,1522,,000000000,,11,2,,5,PointAddress,M,100,INFOGROUP,0
1746,433566170,IDEAL PROTEIN DIET,LEE HWY,CHATTANOOGA,TN,Tennessee,37421,0304,44619103,549901,920,,000000000,,10,,,4,PointAddress,M,100,INFOGROUP,0
1747,433566200,STUART STREET INVESTORS,LEE PARKWAY DR,CHATTANOOGA,TN,Tennessee,37421,1761,42382005,508310,2251,,000000000,,2,,,4,PointAddress,T,100,INFOGROUP,0
1748,433566260,SHARING & CARING MINISTRIES,TUNNEL BLVD,CHATTANOOGA,TN,Tennessee,37411,1919,23822020,171102,370,,000000000,,3,,,2,PointAddress,M,100,INFOGROUP,0
1749,433566266,GENESIS HEALTH CARE CORP,STANDIFER GAP RD,CHATTANOOGA,TN,Tennessee,37421,5046,62161001,808201,225,,000000000,,5,,,3,PointAddress,M,100,INFOGROUP,0
1750,433566273,ENTERTECH ENGINEERING SVC,SHALLOWFORD RD,CHATTANOOGA,TN,Tennessee,37421,2212,23611816,152105,675,,000000000,,2,,,3,PointAddress,M,100,INFOGROUP,0
1751,433566285,FAIRFIELD INN,SHALLOWFORD VILLAGE DR,CHATTANOOGA,TN,Tennessee,37421,6785,72111002,701101,4538,2,400857322,2,52,G,,7,PointAddress,M,100,INFOGROUP,0
1752,433566352,TRANSAMERICA LIFE & PROTECTION,POINTE CENTRE DR,CHATTANOOGA,TN,Tennessee,37421,4750,52421001,641112,1334,2,430099226,,9,2,,6,PointAddress,M,100,INFOGROUP,0
1753,433566386,TEAMSTERS,BONNY OAKS DR,CHATTANOOGA,TN,Tennessee,37416,3398,81393001,863101,0,2,379598857,,6,,,4,PointAddress,M,100,INFOGROUP,0
1754,433566413,SPECIALIZED MEDICAL SVC INC,VANCE RD,CHATTANOOGA,TN,Tennessee,37421,2954,62199940,809923,958,2,479597239,,5,,,5,PointAddress,M,100,INFOGROUP,0
1755,433566427,METROTONE INC,CREEKSIDE RD,CHATTANOOGA,TN,Tennessee,37406,1036,53228929,735936,1875,,000000000,,4,,,3,PointAddress,M,100,INFOGROUP,0
